No. Voucher,Tanggal+Account,Keterangan,Debet,Kredit,Divisi
 SE6-14/KK,20190620110.101,b. pc cpu dellintel core i5-4460 : 1 bh,0.00,8228000.00,SEKRET
 SE6-15/KK,20190621500.106,trans silahturahmi ukk di depok : 2 org,200000.00,0.00,SEKRET
 SE6-15/KK,20190621110.101,trans silahturahmi ukk di depok : 2 org,0.00,200000.00,SEKRET
 SE6-15/KK,20190621500.106,trans ke mrt - lebak bulus : 4 org,700000.00,0.00,SEKRET
 SE6-15/KK,20190621110.101,trans ke mrt - lebak bulus : 4 org,0.00,700000.00,SEKRET
 SE6-14KK,20190620500.125,koran kompas mei 2019,110000.00,0.00,SEKRET
 SE6-14/KK,20190620110.101,koran kompas mei 2019,0.00,110000.00,SEKRET
 BNIUKK5-2/BK,20190508999.999,ambil bni cek no. ck 603335,36318750.00,0.00,SEKRET
 BNIUKK5-2/BK,20190508120.104,ambil bni cek no. ck 603335,0.00,36318750.00,SEKRET
 BNIUKK5-2/BK,20190508999.999,ambil bni cek no. ck 603336,32890000.00,0.00,SEKRET
 BNIUKK5-2/BK,20190508120.104,ambil bni cek no. ck 603336,0.00,32890000.00,SEKRET
 BNIUKK5-8/BK,20190524999.999,ambil bni cek no. ck 603342,70423874.00,0.00,SEKRET
 BNIUKK5-8/BK,20190524120.104,ambil bni cek no. ck 603342,0.00,70423874.00,SEKRET
 BNIUKK5-8/BK,20190524999.999,ambil bni cek no. ck 603345,87500000.00,0.00,SEKRET
 BNIUKK5-8/BK,20190524120.104,ambil bni cek no. ck 603345,0.00,87500000.00,SEKRET
 BNIUKK5-8/BK,20190524999.999,ambil bni cek no. ck 603344,247245223.00,0.00,SEKRET
 BNIUKK5-8/BK,20190524120.104,ambil bni cek no. ck 603344,0.00,247245223.00,SEKRET
 BNIUKK6-1/BK,20190612999.999,ambil bni cek no. ck 603346,74720168.00,0.00,SEKRET
 BNIUKK6-1/BK,20190612120.104,ambil bni cek no. ck 603346,0.00,74720168.00,SEKRET
 BNIUKK6-2/BK,20190618999.999,ambil bni cek no. ck 603347,98085000.00,0.00,SEKRET
 BNIUKK6-2/BK,20190618120.104,ambil bni cek no. ck 603347,0.00,98085000.00,SEKRET
 BNIUKK6-2/BK,20190618999.999,ambil bni cek no. ck 603348,23848000.00,0.00,SEKRET
 BNIUKK6-2/BK,20190618120.104,ambil bni cek no. ck 603348,0.00,23848000.00,SEKRET
 SE6-16/KK,20190624500.115,transport ke adc-gatsu : wilda,100000.00,0.00,SEKRET
 SE6-16/KK,20190624110.101,transport ke adc-gatsu : wilda,0.00,100000.00,SEKRET
 SE6-16/KK,20190624500.104,b. aqua gelas - 3 dus,80000.00,0.00,SEKRET
 SE6-16/KK,20190624110.101,b. aqua gelas - 3 dus,0.00,80000.00,SEKRET
 SE6-17/KM,20190624110.101,ambil bni cek no. ck 603349,116613646.00,0.00,SEKRET
 SE6-17/KM,20190624999.999,ambil bni cek no. ck 603349,0.00,116613646.00,SEKRET
 SE6-18/KK,20190625500.101,gaji karyawan juni 2019,37484346.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,gaji karyawan juni 2019,0.00,37484346.00,SEKRET
 SE6-18/KK,20190625500.101,gaji bp juni 2019,2100000.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,gaji bp juni 2019,0.00,2100000.00,SEKRET
 SE6-18/KK,20190625500.118,trans karyawan mei 2019,8745000.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,trans karyawan mei 2019,0.00,8745000.00,SEKRET
 SE6-18/KK,20190625500.117,makan karyawan mei 2019,7245000.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,makan karyawan mei 2019,0.00,7245000.00,SEKRET
 SE6-18/KK,20190625200.111,hn.sekrt pelatihan rsui 2018,63055500.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,hn.sekrt pelatihan rsui 2018,0.00,63055500.00,SEKRET
 SE6-18/KK,20190625500.103,tunj pph21 karyawan : juni 2019,500746.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,tunj pph21 karyawan : juni 2019,0.00,500746.00,SEKRET
 SE6-18/KK,20190625500.104,isi air mineral aqua 2 btl,31600.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,isi air mineral aqua 2 btl,0.00,31600.00,SEKRET
 SE6-18/KK,20190625500.106,trans ke dekanat ftui depok : iskandar (,30000.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,trans ke dekanat ftui depok : iskandar (,0.00,30000.00,SEKRET
 SE6-18/KK,20190625500.129,b. sos sereh dan baygon,110000.00,0.00,SEKRET
 SE6-18/KK,20190625110.101,b. sos sereh dan baygon,0.00,110000.00,SEKRET
 SE6-19/KM,20190625110.101,kemb.pjk pph21 : gaji karyawan juni 2019,2516946.00,0.00,SEKRET
 SE6-19/KM,20190625110.110,kemb.pjk pph21 : gaji karyawan juni 2019,0.00,2516946.00,SEKRET
 SE6-20/KK,20190627500.106,trans ke ftui depok : anna (26-27/6),200000.00,0.00,SEKRET
 SE6-20/KK,20190627110.101,trans ke ftui depok : anna (26-27/6),0.00,200000.00,SEKRET
 SE6-21/KK,20190628500.106,trans ke gd ittc depok : anna,100000.00,0.00,SEKRET
 SE6-21/KK,20190628110.101,trans ke gd ittc depok : anna,0.00,100000.00,SEKRET
 SE6-21/KK,20190628500.137,"konsumsi olahraga & kes karaywan : 14,21",700000.00,0.00,SEKRET
 SE6-21/KK,20190628110.101,"konsumsi olahraga & kes karaywan : 14,21",0.00,700000.00,SEKRET
 BNIUKK6-3/BK,20190620600.101,b. 1 buku cek : ck 606726606750,100000.00,0.00,SEKRET
 BNIUKK6-3/BK,20190620120.104,b. 1 buku cek : ck 606726606750,0.00,100000.00,SEKRET
 BNIUKK6-4/BK,20190624999.999,tarik cek no. ck 603349,116613646.00,0.00,SEKRET
 BNIUKK6-4/BK,20190624120.104,tarik cek no. ck 603349,0.00,116613646.00,SEKRET
 BNIPPM6-1/BM,20190614120.105,inhouse bdi-kemenperin : 8-13/4/2019,141897500.00,0.00,SEKRET
 BNIPPM6-1/BM,20190614300.109,inhouse bdi-kemenperin : 8-13/4/2019,0.00,141897500.00,SEKRET
 BNIPPM6-1/BM,20190614120.105,inh-me: pp (22/2-2/3 2019),85750000.00,0.00,SEKRET
 BNIPPM6-1/BM,20190614300.109,inh-me: pp (22/2-2/3 2019),0.00,85750000.00,SEKRET
 BNI6-1/BK,20190628999.999,hutang titipan p2m - pemindahan ke rek.p,84512868.00,0.00,SEKRET
 BNI6-1/BK,20190628120.103,hutang titipan p2m - pemindahan ke rek.p,0.00,84512868.00,SEKRET
 BNIUKK6-5/BK,20190628999.999,tarik cek bni no. ck 603350,36304975.00,0.00,SEKRET
 BNIUKK6-5/BK,20190628120.104,tarik cek bni no. ck 603350,0.00,36304975.00,SEKRET
 BNIPPM6-2/BM,20190628120.105,"htg titipan p2m, pemindahan dr non bp ui",84512868.00,0.00,SEKRET
 BNIPPM6-2/BM,20190628999.999,"htg titipan p2m, pemindahan dr non bp ui",0.00,84512868.00,SEKRET
 SE6-22/KM,20190628110.101,ambil bni cek no. ck 603350,36304975.00,0.00,SEKRET
 SE6-22/KM,20190628999.999,ambil bni cek no. ck 603350,0.00,36304975.00,SEKRET
 BNIUKK6-6/BM,20190630120.104,jasa giro/bunga : ukk pengeluaran juni 2,5287272.00,0.00,SEKRET
 BNIUKK6-6/BM,20190630350.101,jasa giro/bunga : ukk pengeluaran juni 2,0.00,5287272.00,SEKRET
 BNIUKK6-7/BK,20190630600.101,b. adm bank : ukk pengeluaran juni 2019,25000.00,0.00,SEKRET
 BNIUKK6-7/BK,20190630120.104,b. adm bank : ukk pengeluaran juni 2019,0.00,25000.00,SEKRET
 SE71/KK,20190701500.126,isi freon dan beli material service ac,700500.00,0.00,SEKRET
 SE71/KK,20190701110.101,isi freon dan beli material service ac,0.00,700500.00,SEKRET
 SE71/KK,20190701500.106,b. parkir berlangganan : jul-des 19 (3 k,400000.00,0.00,SEKRET
 SE71/KK,20190701110.101,b. parkir berlangganan : jul-des 19 (3 k,0.00,400000.00,SEKRET
 SE71/KK,20190701500.131,konsumsi rapat internal,300000.00,0.00,SEKRET
 SE71/KK,20190701110.101,konsumsi rapat internal,0.00,300000.00,SEKRET
 SE71/KK,20190701500.115,b. materai 6000-15bh : kemenristek,90000.00,0.00,SEKRET
 SE71/KK,20190701110.101,b. materai 6000-15bh : kemenristek,0.00,90000.00,SEKRET
 SE71/KK,20190701500.104,konsumsi staf (28/6),54000.00,0.00,SEKRET
 SE71/KK,20190701110.101,konsumsi staf (28/6),0.00,54000.00,SEKRET
 SE71/KK,20190701500.106,trans perjadin bulan juni 2019 : ardiyan,972370.00,0.00,SEKRET
 SE71/KK,20190701110.101,trans perjadin bulan juni 2019 : ardiyan,0.00,972370.00,SEKRET
 SE7-2/KK,20190702500.104,isi air mineral aqua-4 btl,63200.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,isi air mineral aqua-4 btl,0.00,63200.00,SEKRET
 SE7-2/KK,20190702500.139,iuran dana pensiun karyawan-juli 2019,6000000.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,iuran dana pensiun karyawan-juli 2019,0.00,6000000.00,SEKRET
 SE7-2/KK,20190702500.119,bpjs tenaga kerja karyawan : juli 2019,2792400.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,bpjs tenaga kerja karyawan : juli 2019,0.00,2792400.00,SEKRET
 SE7-2/KK,20190702500.119,bpjs kesehatan karyawan : juli 2019,2012500.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,bpjs kesehatan karyawan : juli 2019,0.00,2012500.00,SEKRET
 SE7-2/KK,20190702500.106,trans ke rektorat-akuntansi depok : anna,100000.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,trans ke rektorat-akuntansi depok : anna,0.00,100000.00,SEKRET
 SE7-2/KK,20190702500.115,trans ke kemenristek dikti-thamrin : rah,55000.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,trans ke kemenristek dikti-thamrin : rah,0.00,55000.00,SEKRET
 SE7-3/KK,20190703500.115,kirim laporan : tugu pratama (proy-prima,18000.00,0.00,SEKRET
 SE7-3/KK,20190703110.101,kirim laporan : tugu pratama (proy-prima,0.00,18000.00,SEKRET
 SE7-3/KK,20190703500.107,tunjangan pulsa karyawan : 10 org,1200000.00,0.00,SEKRET
 SE7-3/KK,20190703110.101,tunjangan pulsa karyawan : 10 org,0.00,1200000.00,SEKRET
 SE7-3/KK,20190703500.104,konsumsi staf,247000.00,0.00,SEKRET
 SE7-3/KK,20190703110.101,konsumsi staf,0.00,247000.00,SEKRET
 SE7-3/KK,20190703500.110,kirim dokumen : tribuana,18000.00,0.00,SEKRET
 SE7-3/KK,20190703110.101,kirim dokumen : tribuana,0.00,18000.00,SEKRET
 SE7-4/KK,20190704500.115,trans kunjungan ke kai juanda : 3 org,500000.00,0.00,SEKRET
 SE7-4/KK,20190704110.101,trans kunjungan ke kai juanda : 3 org,0.00,500000.00,SEKRET
 SE7-5/KK,20190708500.132,listrik juli 2019,5300500.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,listrik juli 2019,0.00,5300500.00,SEKRET
 SE7-5/KK,20190708500.107,telepon juli 2019,442996.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,telepon juli 2019,0.00,442996.00,SEKRET
 SE7-5/KK,20190708500.129,indovision juli 2019,184900.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,indovision juli 2019,0.00,184900.00,SEKRET
 SE7-5/KK,20190708500.107,internet indosat juli 2019,27500.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,internet indosat juli 2019,0.00,27500.00,SEKRET
 SE7-5/KK,20190708500.106,trans ke rmh pak ardi di depok : iskanda,30000.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,trans ke rmh pak ardi di depok : iskanda,0.00,30000.00,SEKRET
 SE7-5/KK,20190708500.115,uang harian ke bandung/kai : endang,300000.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,uang harian ke bandung/kai : endang,0.00,300000.00,SEKRET
 SE7-5/KK,20190708500.115,perjadin jkt-bandung/kai : endang,700000.00,0.00,SEKRET
 SE7-5/KK,20190708110.101,perjadin jkt-bandung/kai : endang,0.00,700000.00,SEKRET
 SE7-6/KK,20190709500.115,konsumsi staf : kai,105000.00,0.00,SEKRET
 SE7-6/KK,20190709110.101,konsumsi staf : kai,0.00,105000.00,SEKRET
 SE7-6/KK,20190709500.115,trans kunjungan ke kai juanda : 2 org,400000.00,0.00,SEKRET
 SE7-6/KK,20190709110.101,trans kunjungan ke kai juanda : 2 org,0.00,400000.00,SEKRET
 SE7-6/KK,20190709500.131,trans rpat pum di dekanat ftui depok : a,100000.00,0.00,SEKRET
 SE7-6/KK,20190709110.101,trans rpat pum di dekanat ftui depok : a,0.00,100000.00,SEKRET
 SE7-6/KK,20190709500.104,isi air mineral aqua-3 galon,47400.00,0.00,SEKRET
 SE7-6/KK,20190709110.101,isi air mineral aqua-3 galon,0.00,47400.00,SEKRET
 SE7-6/KK,20190709500.125,koran kompas juni 2019,110000.00,0.00,SEKRET
 SE7-6/KK,20190709110.101,koran kompas juni 2019,0.00,110000.00,SEKRET
 SE7-7/KM,20190710110.101,ambil bni cek no. ck 606726,19350000.00,0.00,SEKRET
 SE7-7/KM,20190710999.999,ambil bni cek no. ck 606726,0.00,19350000.00,SEKRET
 SE7-7/KM,20190710110.101,kemb.pjk pph21 : audit 2016-zeinirwan,225000.00,0.00,SEKRET
 SE7-7/KM,20190710110.110,kemb.pjk pph21 : audit 2016-zeinirwan,0.00,225000.00,SEKRET
 SE7-7/KM,20190710110.101,kemb.pjk pph21 : audit 2017-heru sr,225000.00,0.00,SEKRET
 SE7-7/KM,20190710110.110,kemb.pjk pph21 : audit 2017-heru sr,0.00,225000.00,SEKRET
 SE7-7/KM,20190710110.101,ambil bni cek no. ck 606727,23848000.00,0.00,SEKRET
 SE7-7/KM,20190710999.999,ambil bni cek no. ck 606727,0.00,23848000.00,SEKRET
 SE7-7/KM,20190710110.101,ambil bni cek no. ck 606728,42255666.00,0.00,SEKRET
 SE7-7/KM,20190710999.999,ambil bni cek no. ck 606728,0.00,42255666.00,SEKRET
 SE7-8/KK,20190710500.127,b. audit lapkeu thn 2016 : kap-zeinirwan,9900000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. audit lapkeu thn 2016 : kap-zeinirwan,0.00,9900000.00,SEKRET
 SE7-8/KK,20190710500.127,b. audit lapkeu thn 2017 : kap-heru satr,9900000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. audit lapkeu thn 2017 : kap-heru satr,0.00,9900000.00,SEKRET
 SE7-8/KK,20190710160.102,b. pc-cpu dell pro intell core i5-4460 :,8228000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. pc-cpu dell pro intell core i5-4460 :,0.00,8228000.00,SEKRET
 SE7-8/KK,20190710160.102,b. laptop asus zenbook core i5-8250 : 1b,15620000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. laptop asus zenbook core i5-8250 : 1b,0.00,15620000.00,SEKRET
 SE7-8/KK,20190710500.135,b. setor ppn masa juni 2019,37108720.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. setor ppn masa juni 2019,0.00,37108720.00,SEKRET
 SE7-8/KK,20190710110.110,setor bni : pph 21 masa juni 2019,5031946.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,setor bni : pph 21 masa juni 2019,0.00,5031946.00,SEKRET
 SE7-8/KK,20190710110.110,setor bni : pph 23 masa juni 2019,115000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,setor bni : pph 23 masa juni 2019,0.00,115000.00,SEKRET
 BNIUKK7-1/BK,20190710999.999,tarik bni cek no. ck 606726,19350000.00,0.00,SEKRET
 BNIUKK7-1/BK,20190710120.104,tarik bni cek no. ck 606726,0.00,19350000.00,SEKRET
 BNIUKK7-1/BK,20190710999.999,tarik bni cek no. ck 606727,23848000.00,0.00,SEKRET
 BNIUKK7-1/BK,20190710120.104,tarik bni cek no. ck 606727,0.00,23848000.00,SEKRET
 BNIUKK7-1/BK,20190710999.999,tarik bni cek no. ck 606728,42255666.00,0.00,SEKRET
 BNIUKK7-1/BK,20190710120.104,tarik bni cek no. ck 606728,0.00,42255666.00,SEKRET
 SE7-8/KK,20190710500.134,trans inh-maint manag/mrt : 8-10 juli (3,620000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,trans inh-maint manag/mrt : 8-10 juli (3,0.00,620000.00,SEKRET
 SE7-8/KK,20190710500.134,konsumsi inh-maint manag/mrt : 8-10 juli,2635000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,konsumsi inh-maint manag/mrt : 8-10 juli,0.00,2635000.00,SEKRET
 SE7-8/KK,20190710500.134,"bensin,tol inh-maint manag/mrt : 8-10 ju",280000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,"bensin,tol inh-maint manag/mrt : 8-10 ju",0.00,280000.00,SEKRET
 SE7-8/KK,20190710500.134,fc.materi inh-maint manag/mrt : 8-10 jul,692800.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,fc.materi inh-maint manag/mrt : 8-10 jul,0.00,692800.00,SEKRET
 SE7-8/KK,20190710500.134,b. pulsa inh-maint manag/mrt : 8-10 juli,300000.00,0.00,SEKRET
 SE7-8/KK,20190710110.101,b. pulsa inh-maint manag/mrt : 8-10 juli,0.00,300000.00,SEKRET
 SE7-9/KK,20190711500.106,trans konsinyering webadi juni di depok,100000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,trans konsinyering webadi juni di depok,0.00,100000.00,SEKRET
 SE7-9/KK,20190711500.115,fc.modul wawancara : argha karya,118800.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,fc.modul wawancara : argha karya,0.00,118800.00,SEKRET
 SE7-9/KK,20190711500.115,kirim inv-asuransi sinar mas : prima adj,18000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,kirim inv-asuransi sinar mas : prima adj,0.00,18000.00,SEKRET
 SE7-9/KK,20190711500.115,kirim inv-lippo general : prima adjuster,18000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,kirim inv-lippo general : prima adjuster,0.00,18000.00,SEKRET
 SE7-9/KK,20190711500.115,kirim inv-asuransi adira : prima adjuste,18000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,kirim inv-asuransi adira : prima adjuste,0.00,18000.00,SEKRET
 SE7-9/KK,20190711500.110,kirim dokumen : tribuana,18000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,kirim dokumen : tribuana,0.00,18000.00,SEKRET
 SE7-9/KK,20190711500.107,b. domain p2mmesin-1 tahun : daxa networ,150000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,b. domain p2mmesin-1 tahun : daxa networ,0.00,150000.00,SEKRET
 SE7-9/KK,20190711500.115,trans ke dtm ftui depok/argha karya : is,30000.00,0.00,SEKRET
 SE7-9/KK,20190711110.101,trans ke dtm ftui depok/argha karya : is,0.00,30000.00,SEKRET
 SE7-10/KK,20190712500.106,trans ke dekanat fui depok : 10 & 12 jul,200000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,trans ke dekanat fui depok : 10 & 12 jul,0.00,200000.00,SEKRET
 SE7-10/KK,20190712500.115,kirim inv-asuransi kredit inh: prima adj,18000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,kirim inv-asuransi kredit inh: prima adj,0.00,18000.00,SEKRET
 SE7-10/KK,20190712500.105,hn. narsum implementasi iso di p2m : agu,3076923.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,hn. narsum implementasi iso di p2m : agu,0.00,3076923.00,SEKRET
 SE7-10/KK,20190712500.115,trans & hnr kompetensi-argha karya: 11-1,2200000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,trans & hnr kompetensi-argha karya: 11-1,0.00,2200000.00,SEKRET
 SE7-10/KK,20190712500.115,trans & hnr kompetensi-argha karya: 11/7,2400000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,trans & hnr kompetensi-argha karya: 11/7,0.00,2400000.00,SEKRET
 SE7-10/KK,20190712500.114,b. tiket jkt-smrg-jkt/ffpm : 9-10/7/19 (,1580644.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,b. tiket jkt-smrg-jkt/ffpm : 9-10/7/19 (,0.00,1580644.00,SEKRET
 SE7-10/KK,20190712500.114,b. hotel di semarang/ffpm : 9/7/19 (ard),271362.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,b. hotel di semarang/ffpm : 9/7/19 (ard),0.00,271362.00,SEKRET
 SE7-10/KK,20190712500.114,uang harian di semarang/ffpm : 2 hari (a,700000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,uang harian di semarang/ffpm : 2 hari (a,0.00,700000.00,SEKRET
 SE7-10/KK,20190712500.114,b. perjadin bandara soetta-pp/ffpm : ard,500000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,b. perjadin bandara soetta-pp/ffpm : ard,0.00,500000.00,SEKRET
 SE7-10/KK,20190712500.114,b. perjadin bandara smrg-pp/ffpm : ardiy,150000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,b. perjadin bandara smrg-pp/ffpm : ardiy,0.00,150000.00,SEKRET
 SE7-11/KM,20190712110.101,kemb.pjk pph21 : hn narsum implementasi,76923.00,0.00,SEKRET
 SE7-11/KM,20190712110.110,kemb.pjk pph21 : hn narsum implementasi,0.00,76923.00,SEKRET
 SE7-11/KM,20190712110.101,kemb.pjk pph21 : hnr kompetensi argha ka,115000.00,0.00,SEKRET
 SE7-11/KM,20190712110.110,kemb.pjk pph21 : hnr kompetensi argha ka,0.00,115000.00,SEKRET
 SK12-40/JK,20181231140.105,kors.ats.pendp.inh yg blm di catat thn 2,464930000.00,0.00,SEKRET
 SK12-40/JK,20181231300.109,inh-cogindo : plc,0.00,68600000.00,SEKRET
 SK12-40/JK,20181231300.109,inh-cogindo : kalibrasi,0.00,27440000.00,SEKRET
 SK12-40/JK,20181231300.109,inh-cogindo : swirch gear,0.00,34300000.00,SEKRET
 SK12-40/JK,20181231300.109,inh-angkas pura II : tpm,0.00,42630000.00,SEKRET
 SK12-40/JK,20181231300.109,inhpt.pp : pengenalan me,0.00,99470000.00,SEKRET
 SK12-40/JK,20181231300.109,inhastra honda : basic structure,0.00,85750000.00,SEKRET
 SK12-40/JK,20181231300.109,inhcogindo : boiler,0.00,27440000.00,SEKRET
 SK12-40/JK,20181231300.109,inh-cogindo : partial discharge,0.00,34300000.00,SEKRET
 SK12-40/JK,20181231300.109,inh-bm for manager & supervisor : rscm,0.00,45000000.00,SEKRET
 SK12-41/JK,20181231140.106,koreksi ats.pendp.proyek yg blm dictt th,2100859550.00,0.00,SEKRET
 SK12-41/JK,20181231300.110,tri artha : diklat ttp III dephub,0.00,156600000.00,SEKRET
 SK12-41/JK,20181231300.110,pkt : jasa analisa mechanical integrity,0.00,440995000.00,SEKRET
 SK12-41/JK,20181231300.110,singgar mulia : rcfa & rcm muria-ketapan,0.00,796010738.00,SEKRET
 SK12-41/JK,20181231300.110,pjb muara tawar,0.00,202492234.00,SEKRET
 SK12-41/JK,20181231300.110,pjb indramayu,0.00,400607406.00,SEKRET
 SK12-41/JK,20181231300.110,ptpn iv medan,0.00,104154172.00,SEKRET
 BNI1-3/BM,20190104120.103,pupuk kaltim : jasa analisa pabrik 1A (2,440995000.00,0.00,SEKRET
 BNI1-3/BM,20190104140.106,pupuk kaltim : jasa analisa pabrik 1A (2,0.00,440995000.00,SEKRET
 SE7-2/KK,20190702500.104,konsumsi staf,177900.00,0.00,SEKRET
 SE7-2/KK,20190702110.101,konsumsi staf,0.00,177900.00,SEKRET
 SE7-13/KK,20190715500.131,konsumsi rapat internal p2m,319000.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,konsumsi rapat internal p2m,0.00,319000.00,SEKRET
 SE7-13/KK,20190715500.106,trans persiapan kerjasamapt.westex : 2 o,400000.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,trans persiapan kerjasamapt.westex : 2 o,0.00,400000.00,SEKRET
 SE7-13/KK,20190715500.109,b. toner hp 85A : 1 bh (kino),840000.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,b. toner hp 85A : 1 bh (kino),0.00,840000.00,SEKRET
 SE7-13/KK,20190715500.126,b. stang door closer : 1bh,75000.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,b. stang door closer : 1bh,0.00,75000.00,SEKRET
 SE7-13/KK,20190715500.134,b. suvenir pst inhmaint.manag/mrt : 8-10,1000000.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,b. suvenir pst inhmaint.manag/mrt : 8-10,0.00,1000000.00,SEKRET
 SE7-13/KK,20190715500.106,perjadin dalam kota : juni-juli 2019 (ar,1085823.00,0.00,SEKRET
 SE7-13/KK,20190715110.101,perjadin dalam kota : juni-juli 2019 (ar,0.00,1085823.00,SEKRET
 SE7-14/KK,20190716500.108,jilid bpko periode : nov-des 2018 (7 bh),175000.00,0.00,SEKRET
 SE7-14/KK,20190716110.101,jilid bpko periode : nov-des 2018 (7 bh),0.00,175000.00,SEKRET
 SE7-14/KK,20190716500.104,isi air mineral aqua-4 galon,63200.00,0.00,SEKRET
 SE7-14/KK,20190716110.101,isi air mineral aqua-4 galon,0.00,63200.00,SEKRET
 SE7-15/KK,20190717500.115,transport ke adc-gatsu : wilda,100000.00,0.00,SEKRET
 SE7-15/KK,20190717110.101,transport ke adc-gatsu : wilda,0.00,100000.00,SEKRET
 SE7-15/KK,20190717500.106,trans ke direktorat akuntansi dpk : 15 &,200000.00,0.00,SEKRET
 SE7-15/KK,20190717110.101,trans ke direktorat akuntansi dpk : 15 &,0.00,200000.00,SEKRET
 SE7-16/KK,20190718500.133,b. webcam - 1bh,250000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,b. webcam - 1bh,0.00,250000.00,SEKRET
 SE7-16/KK,20190718500.133,b. tp link-wireless : 1 bh (k-mutia),110000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,b. tp link-wireless : 1 bh (k-mutia),0.00,110000.00,SEKRET
 SE7-16/KK,20190718500.110,b. materai 6000 & 3000,90000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,b. materai 6000 & 3000,0.00,90000.00,SEKRET
 SE7-16/KK,20190718500.111,sewa mobil livina : juli 2019,6650000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,sewa mobil livina : juli 2019,0.00,6650000.00,SEKRET
 SE7-16/KK,20190718600.101,b. adm transfer bank : sewa mobil,5000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,b. adm transfer bank : sewa mobil,0.00,5000.00,SEKRET
 SE7-16/KK,20190718500.115,kirim kwitansi : argha karya,18000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,kirim kwitansi : argha karya,0.00,18000.00,SEKRET
 SE7-16/KK,20190718500.106,transport ke dekanat ftui depok : ttg ce,100000.00,0.00,SEKRET
 SE7-16/KK,20190718110.101,transport ke dekanat ftui depok : ttg ce,0.00,100000.00,SEKRET
 SE7-17/KM,20190718110.101,kemb.pjk pph23-2% : sewa mobil,133000.00,0.00,SEKRET
 SE7-17/KM,20190718110.110,kemb.pjk pph23-2% : sewa mobil,0.00,133000.00,SEKRET
 SE7-11/KM,20190712110.101,kemb.pjk pph23-4% : service motor suzuki,3080.00,0.00,SEKRET
 SE7-11/KM,20190712110.110,kemb.pjk pph23-4% : service motor suzuki,0.00,3080.00,SEKRET
 SE7-10/KK,20190712500.126,jasa service motor sezuki,77000.00,0.00,SEKRET
 SE7-10/KK,20190712110.101,jasa service motor sezuki,0.00,77000.00,SEKRET
